Gene;Swissprot;Mercator;NST_FT_FPKM;NST_75_FPKM;NST_55_FPKM;NST_35_FPKM;NST_AD_FPKM;NST_RH_FPKM
Xvis03_204015;NA;secondary metabolism-phenylpropanoids-lignin biosynthesis;82.22;27.27;16.4;8.17;4.76;56.65
Xvis03_204016; Ubiquitin_activating enzyme E1 1 ;protein-degradation;49.58;49.25;49.89;52.91;50.26;46.16
Xvis03_204017; Inactive receptor_like serine/threonine_protein kinase At2g40270 ;protein-postranslational modification;2.98;1.78;1.88;3.07;5.29;4.3
Xvis03_204018; Sorting and assembly machinery component 50 homolog ;not assigned-no ontology;9.84;10.29;9.18;9.87;7.48;16.4
Xvis03_204019; Probable phytol kinase 2, chloroplastic ;not assigned-unknown;4.86;2.56;2.13;1.76;1.32;7.37
Xvis03_204020; UPF0098 protein MTH_273 ;not assigned-no ontology;9.04;272.27;378.68;194.67;260.78;12.66
Xvis03_204021; Probable apyrase 7 ;nucleotide metabolism-degradation;9.04;272.27;378.68;194.67;260.78;12.66
Xvis03_204022; Ran_binding protein 1 homolog c ;signalling-G_proteins;125.99;253.96;307.66;409.95;367.06;142.9
Xvis03_204023; Clathrin heavy chain 1 ;cell-vesicle transport;53.5;67.54;79.13;74.66;77.44;49.69
Xvis03_204024; Metal tolerance protein 1 ;transport-metal;35.53;47.46;87.96;84.44;96.1;53.12
Xvis03_204025; UPF0051 protein ABCI8, chloroplastic ;;67.38;148.64;223.79;431.42;345.27;98.74
Xvis03_204026; PHD finger protein ALFIN_LIKE 1 ;RNA-regulation of transcription;28.36;19.52;20.4;31.27;23.25;29.12
Xvis03_204027; Serine/threonine_protein kinase ppk5 ;protein-postranslational modification;1.38;1.08;1.2;1.92;2.86;0.82
Xvis03_204028; Uncharacterized protein At4g08330, chloroplastic ;not assigned-unknown;5.24;10.91;11.72;4.75;4.36;9.34
Xvis03_204029; DNA_binding protein S1FA2 ;not assigned-unknown;90.65;91.8;85.48;64.66;92.52;93.56
Xvis03_204030; Cell number regulator 8 ;not assigned-unknown;32.92;56.87;85.32;180.46;133.42;35.76
Xvis03_204031; Elongation factor 1_alpha ;protein-synthesis;10.55;8.83;7.76;5.31;3.97;8.87
Xvis03_204032; Probable E3 ubiquitin_protein ligase rbrA ;RNA-regulation of transcription;1.43;1.22;0.68;0.51;0.45;1.15
Xvis03_204033; Serine/threonine_protein kinase ATM ;RNA-regulation of transcription;16.62;9.79;8.81;14.1;14.07;6.46
Xvis03_204034; E3 ubiquitin_protein ligase UPL4 ;protein-degradation;9.4;15.45;29.96;98.95;108.41;10.61
Xvis03_204035; Probable sugar phosphate/phosphate translocator At3g11320 ;transport-metabolite transporters at the envelope membrane;1.43;1.97;2.81;7.43;8.9;1.87
Xvis03_204036; Multiple inositol polyphosphate phosphatase 1 ;misc-acid and other phosphatases;16.77;7.61;8.82;8.1;10.8;40.1
Xvis03_204037; Probable LRR receptor_like serine/threonine_protein kinase At1g67720 ;signalling-receptor kinases;22.25;1.58;0.59;1.26;0.79;20.22
Xvis03_204038; CCR4_NOT transcription complex subunit 4 ;RNA-regulation of transcription;26.36;21.85;21.71;28.88;30.34;21.35
Xvis03_204039; Probable trans_2_enoyl_CoA reductase, mitochondrial ;not assigned-no ontology;8.31;6.84;4.8;2.62;2.9;9.53
Xvis03_204040; Leukotriene A_4 hydrolase homolog ;protein-degradation;10;8.55;5.61;6.51;4.65;15.64
Xvis03_204041; Serine/threonine_protein kinase CDL1 ;protein-postranslational modification;3.83;9.12;12.5;12.57;16.44;4.42
Xvis03_204042; CDP_diacylglycerol__glycerol_3_phosphate 3_phosphatidyltransferase 1, chloroplastic ;lipid metabolism-Phospholipid synthesis;8.36;11.84;13.79;16.96;23.04;13.97
Xvis03_204043; BTB/POZ domain_containing protein At5g60050 ;protein-degradation-ubiquitin-E3;2.61;2.66;2.27;4.98;4.26;3.93
Xvis03_204044; Phototropin_1A ;signalling-light;48.79;9.07;5.19;10.97;9.6;70.32
Xvis03_204045; Zinc finger protein CONSTANS_LIKE 5 ;not assigned-unknown;0.31;0.01;0.03;0.05;0.08;1.17
Xvis03_204046;NA;not assigned-unknown;2.11;3.56;5.5;17.53;22.33;3.25
Xvis03_204047; Ribonuclease P protein subunit p30 ;RNA-processing;2.11;3.56;5.5;17.53;22.33;3.25
Xvis03_204048; Glucuronokinase 1 ;cell wall-synthesis;9.17;7.28;7.2;11.74;12.4;8.51
Xvis03_204049; Protein GPR107 ;not assigned-unknown;23.3;24.5;24.1;20.54;16.37;44.15
Xvis03_204050;NA;not assigned-unknown;23.3;24.5;24.1;20.54;16.37;44.15
Xvis03_204051; Probable membrane_associated kinase regulator 4 ;not assigned-unknown;3.99;25.22;20.3;1.04;0.73;6.43
Xvis03_204052; Exocyst complex component EXO70A1 ;RNA-regulation of transcription;8.23;12.77;38.8;9.08;15.94;10.02
Xvis03_204054; Quinone oxidoreductase PIG3 ;misc-misc2;49.72;44.09;43.22;33.48;34.96;58.67
Xvis03_204055; Actin_7 ;cell-organisation;163.5;184.82;179.45;117.28;133.95;158.58
Xvis03_204056; Sulfate transporter 4.1, chloroplastic ;transport-sulphate;5.58;2.54;6.12;2.02;8.03;1.01
Xvis03_204057; Receptor_like protein kinase THESEUS 1 ;signalling-receptor kinases;1.22;0.9;0.99;0.81;1.11;0.31
Xvis03_204058; Zinc finger protein ZAT12 ;RNA-regulation of transcription;0.51;48.51;56.64;13.73;18.87;2.36
Xvis03_204059; Zinc finger protein ZAT11 ;RNA-regulation of transcription;0;0.19;0;0.26;0.29;0.24
Xvis03_204060; Zinc finger protein ZAT12 ;RNA-regulation of transcription;0.21;81.96;227.42;174.93;256.72;0.65
Xvis03_204061; Probable histone H2A.6 ;DNA-synthesis/chromatin structure;31.11;16.68;15.99;9.64;7.03;29.85
Xvis03_204062;NA;not assigned-unknown;143.16;169.91;272.04;600.14;575.97;135.1
Xvis03_204063; Actin_depolymerizing factor 4 ;cell-organisation;143.16;169.91;272.04;600.14;575.97;135.1
Xvis03_204064; Pentatricopeptide repeat_containing protein At3g03580 ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;0.81;0.99;3.22;12.59;39.11;2.21
Xvis03_204065; UNC93_like protein 3 ;DNA-synthesis/chromatin structure;4.61;1.69;2.37;4.36;12.11;4.56
Xvis03_204066;NA;not assigned-unknown;10.23;4.45;3.72;0.84;2.51;5.63
Xvis03_204068; Cation/H(+) antiporter 20 ;transport-metal;4.39;4.59;0.96;0.16;0.3;3.35
Xvis03_204070; UDP_glucuronic acid decarboxylase 6 ;cell wall-synthesis;36.98;22.36;16.77;8.18;10.26;34.03
Xvis03_204071; Osmotin_like protein ;stress-abiotic;7.24;7.12;6.4;4.1;2.47;24.95
Xvis03_204072;NA;not assigned-unknown;33.81;1.24;1.03;0.63;0.76;34.88
Xvis03_204073; Dof zinc finger protein DOF3.6 ;RNA-regulation of transcription;1.51;0.41;0.29;0.01;0;2.09
Xvis03_204074; E3 ubiquitin_protein ligase SPL11 ;protein-degradation;0.77;0.1;0.03;0.09;0.11;0.35
Xvis03_204075;NA;protein-degradation;2.8;0.14;0.23;0.2;0.06;0.83
Xvis03_204076; E3 ubiquitin_protein ligase XB3 ;cell-organisation;10.51;0.75;0.45;0.84;0.3;2.34
Xvis03_207887; Alternative NAD(P)H_ubiquinone oxidoreductase C1, chloroplastic/mitochondrial ;mitochondrial electron transport / ATP synthesis;0.79;1.32;1.77;0.49;1.09;2.67
Xvis03_204079; NEDD8_conjugating enzyme Ubc12 ;protein-degradation;14.75;23.29;29.25;29.04;30.7;15.71
Xvis03_204081; Endonuclease 4 ;not assigned-no ontology;12.97;7.07;3.36;0.76;0.45;6.15
Xvis03_204083; Putative secretory carrier_associated membrane protein 1 ;not assigned-unknown;12.49;8.15;15.11;8.27;10.93;7.86
Xvis03_204086; DEAD_box ATP_dependent RNA helicase 1 ;DNA-synthesis/chromatin structure;8.99;8.42;3.63;4.96;3.52;6.37
Xvis03_204088; NIPA_like protein ;not assigned-no ontology;3.77;3.4;3.03;5.51;4.81;4.27
Xvis03_204089;NA;not assigned-no ontology;0.15;0.07;0.15;0.17;0.23;0.09
Xvis03_204093; ABC transporter C family member 2 ;transport-ABC transporters and multidrug resistance systems;8.03;7.43;7.06;5.99;7.74;2.75
Xvis03_204094;NA;not assigned-no ontology-proline rich family;1.07;0.7;0.4;0.07;0.37;0.72
Xvis03_204095; BTB/POZ domain_containing protein At1g30440 ;signalling-light;2.42;1.26;0.56;0.57;0.55;5.01
Xvis03_204096; BTB/POZ domain_containing protein At1g30440 ;signalling-light;3.6;1.58;0.92;0.71;0.53;6.19
Xvis03_204097; 40S ribosomal protein S12 ;protein-synthesis;7.47;2.65;1.74;1.25;0.39;3.53
Xvis03_204098; Zinc finger CCCH domain_containing protein 45 ;not assigned-unknown;30.73;39.92;54.95;87.5;78.47;45.64
Xvis03_204099;NA;not assigned-unknown;30.73;39.92;54.95;87.5;78.47;45.64
Xvis03_204100; 30_kDa cleavage and polyadenylation specificity factor 30 ;RNA-processing;30.73;39.92;54.95;87.5;78.47;45.64
Xvis03_204101; Serine/threonine_protein phosphatase 6 regulatory subunit 3 ;metal handling-binding, chelation and storage;7.51;7.59;6.09;8.27;8.78;8.43
Xvis03_204106; Probable LRR receptor_like serine/threonine_protein kinase At1g56130 ;signalling-receptor kinases;6.94;11.02;9.42;4.23;3.93;1.84
Xvis03_204107; Protein LOL2 ;not assigned-unknown;0.15;0.26;17.86;0.53;17.46;0.26
Xvis03_204109; BTB/POZ domain_containing protein At1g04390 ;not assigned-unknown;0.44;1.49;1.42;1.09;1.21;0.34
Xvis03_204113; Thiosulfate/3_mercaptopyruvate sulfurtransferase 1, mitochondrial ;amino acid metabolism-degradation;34.07;39.42;30.27;7.08;5.83;25.03
Xvis03_204114; Putative germin_like protein 2_1 ;stress-abiotic;0;0;0.03;0;0;0
Xvis03_204115; Tetrahydrocannabinolic acid synthase ;misc-nitrilases;8.11;14.65;10.4;1.09;2.89;10.93
Xvis03_204117; Putative germin_like protein 2_1 ;stress-abiotic;0.5;0.77;0.04;0;0.74;0.03
Xvis03_204122; Probable potassium transporter 13 ;transport-potassium;26.28;16.18;15.96;21.24;17.44;9.14
Xvis03_204123; Acetylornithine aminotransferase, mitochondrial ;amino acid metabolism-synthesis;6.89;4.98;5.82;7.97;7.48;4.7
Xvis03_204125; Peroxisome biogenesis protein 1 ;not assigned-unknown;0.29;0.32;0.15;0.06;0;0.1
Xvis03_204126;NA;protein-targeting;3.23;1.53;1.2;1.61;1.23;2.17
Xvis03_204127; Peroxisome biogenesis protein 1 ;protein-targeting;3.23;1.53;1.2;1.61;1.23;2.17
Xvis03_204128; Peroxisome biogenesis protein 1 ;protein-targeting;0.49;0.34;0.22;0.48;0.6;1.44
Xvis03_204131; Molybdenum cofactor sulfurase ;hormone metabolism-abscisic acid;0.73;1.39;1.88;2.6;4.79;1.03
Xvis03_204135; Phosphoglycerate kinase, cytosolic ;photosynthesis-calvin cycle;75.19;324.99;312.96;201.02;240.23;30.6
Xvis03_204136; Chaperonin 60 subunit alpha 1, chloroplastic ;photosynthesis-calvin cycle;3.98;5.27;4.84;3.05;1.65;3.8
Xvis03_204137; Probable protein S_acyltransferase 19 ;RNA-regulation of transcription;7.95;4.14;2.76;3.76;2.08;8.79
Xvis03_204138;NA;not assigned-unknown;7.95;4.14;2.76;3.76;2.08;8.79
Xvis03_204139; Pentatricopeptide repeat_containing protein At2g35130 ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;33.47;13.08;10.51;11.64;11.83;19.11
Xvis03_204140; Glycine cleavage system H protein 2, mitochondrial ;photosynthesis-photorespiration;33.47;13.08;10.51;11.64;11.83;19.11
Xvis03_204141; Probable potassium transporter 11 ;transport-potassium;29.62;32;55.46;101.49;107.93;60.43
Xvis03_204143; Nucleolar GTP_binding protein 1 ;protein-synthesis;18.82;26.54;25.29;38.92;48.19;11.7
Xvis03_204144; Defensin_like protein ;not assigned-unknown;105.13;2043.18;1766.35;602.4;699.62;493.72
Xvis03_204145; Defensin_like protein ;not assigned-unknown;229.05;2391.64;1564.82;499.2;694;583.69
Xvis03_204146; Copper_transporting ATPase RAN1 ;transport-metal;2.54;1.74;1.28;1.7;2.44;1.96
Xvis03_204147; 40S ribosomal protein S11 ;protein-synthesis;57.79;63.8;54.25;32.04;27.19;100.76
Xvis03_204148; 26S protease regulatory subunit 6A homolog A ;protein-degradation;69.79;79.18;91.84;108.11;96.41;68.95
Xvis03_204149; Choline_phosphate cytidylyltransferase 1 ;lipid metabolism-Phospholipid synthesis;60.44;11.55;7.06;8.48;7.73;41.21
Xvis03_204150; Polygalacturonase QRT3 ;not assigned-unknown;0.39;0.4;0.14;0.21;0.59;0.05
Xvis03_204151; Zinc transporter 3 ;transport-metal;22.13;39.72;16.3;14.36;22.33;9.32
Xvis03_204152; Retrovirus_related Pol polyprotein from transposon TNT 1_94 ;not assigned-unknown;0.76;0.18;0.27;0.56;0.49;0.67
Xvis03_204154; Disease resistance protein RPM1 ;stress-biotic;2.41;2.49;1.33;1.09;0.75;1.61
Xvis03_204155; Coatomer subunit epsilon_1 ;cell-vesicle transport;30.4;42.07;45.93;31.22;31.25;29.14
Xvis03_204156; Vacuolar_sorting receptor 7 ;protein-targeting;27.21;5.82;4.49;7.79;14.01;1.7
Xvis03_204157; Probable E3 ubiquitin_protein ligase HERC2 ;cell-division;18.07;22.75;23.68;27.81;22.06;15.44
Xvis03_204158; Mitochondrial 37S ribosomal protein S27 ;protein-synthesis;18.07;22.75;23.68;27.81;22.06;15.44
Xvis03_204159;NA;not assigned-unknown;26.62;45.44;42.73;27.95;23.76;32.32
Xvis03_204160; Serine/threonine_protein kinase CTR1 ;protein-postranslational modification;1.25;2.94;5.03;34.43;24.01;3.49
Xvis03_204161; BEACH domain_containing protein lvsC ;not assigned-no ontology;4.74;4.22;4.14;8.31;8.97;3.69
Xvis03_204162; 50S ribosomal protein L6, chloroplastic ;protein-synthesis;100.2;163.69;170.45;158.13;134.85;194.37
Xvis03_204163; Probable 26S proteasome complex subunit sem1_1 ;not assigned-unknown;8.31;8.62;10.68;5.8;2.94;12.26
Xvis03_204164; Tobamovirus multiplication protein 1 ;not assigned-unknown;23.46;51.19;51.52;37.54;36.92;23.1
Xvis03_204166; Mediator of RNA polymerase II transcription subunit 21 ;not assigned-unknown;13.02;9.21;8.12;2.97;2.99;9.35
Xvis03_204167; Polyadenylate_binding protein RBP45B ;RNA-processing;51.91;41.9;49.44;55.73;56.71;23.43
Xvis03_204168; Peroxidase 42 ;misc-peroxidases;11.92;11.17;1.76;3.14;2.14;81.9
Xvis03_204170; Aconitate hydratase, cytoplasmic ;TCA/organic acid transformation;31.42;75.19;98.91;98.4;100.3;21.45
Xvis03_204171; Protein translation factor SUI1 homolog ;protein-synthesis;31.42;75.19;98.91;98.4;100.3;21.45
Xvis03_204172; Transcription factor CPC ;not assigned-unknown;0.21;0.56;1.36;1.17;1.55;0
Xvis03_204173; Autophagy_related protein 8C ;protein-degradation;22.17;3.74;2.33;2.05;3.63;17.82
Xvis03_204174; Probable beta_1,3_galactosyltransferase 2 ;misc-UDP glucosyl and glucoronyl transferases;2.19;0.65;0.54;2.94;3.12;3.67
Xvis03_204175; Acyl carrier protein 1, chloroplastic ;not assigned-unknown;118.81;185.66;188.24;129.16;125.99;208.24
Xvis03_204177; CASP_like protein 1D1 ;not assigned-unknown;155.58;223.45;258.92;100.24;86.29;121.85
Xvis03_204178; Acyltransferase_like protein At1g54570, chloroplastic ;misc-acyl transferases;10.52;8.59;5.7;5.08;3.07;6.21
Xvis03_204179; Gamma_tubulin complex component 4 ;lipid metabolism-not assigned;40.93;104.55;156.76;119.83;169.75;18.32
Xvis03_204180;NA;not assigned-unknown;40.93;104.55;156.76;119.83;169.75;18.32
Xvis03_204181;NA;not assigned-unknown;15.88;6.28;4.61;4.72;3.83;22.93
Xvis03_204182; E3 ubiquitin_protein ligase RFWD3 ;protein-degradation;15.88;6.28;4.61;4.72;3.83;22.93
Xvis03_204183; ABC transporter C family member 14 ;transport-ABC transporters and multidrug resistance systems;1.06;1.95;1.2;0.17;0.37;0.76
Xvis03_204185; ATPase family AAA domain_containing protein 1_A ;protein-degradation;3;2.74;2.48;3.73;3.56;2.03
Xvis03_204186; Stress_related protein ;not assigned-no ontology;1.68;1.35;1.25;1.34;1.24;1.45
Xvis03_204188; Copper transport protein CCH ;metal handling;0.38;0;0;0;0;3.16
Xvis03_204189; Vesicle_associated membrane protein 724 ;cell-vesicle transport;2.34;1.08;0.39;0.16;0.18;3.33
Xvis03_204190; Probable glutathione S_transferase GSTF1 ;misc-glutathione S transferases;6.81;14.13;6.33;7.99;17.15;2.34
Xvis03_204192;NA;protein-targeting;3.49;0.53;0.27;0.08;0.46;1.19
Xvis03_204198;NA;protein-postranslational modification;1.38;0.94;1.47;1.3;1.14;2.75
Xvis03_204200; Probable serine/threonine_protein phosphatase 2A regulatory subunit B'' subunit TON2 ;cell-organisation;1.38;0.94;1.47;1.3;1.14;2.75
Xvis03_204201; Anaphase_promoting complex subunit 7 ;not assigned-no ontology-tetratricopeptide repeat (TPR);1.38;0.56;0.27;0.09;0.15;0.86
Xvis03_204204; Probable serine/threonine_protein kinase At1g54610 ;protein-postranslational modification;5.31;7.71;9.14;10.94;12.1;6.77
Xvis03_204205;NA;not assigned-unknown;0;0;0;0;0;0
Xvis03_204206; Late embryogenesis abundant protein Lea5 ;not assigned-unknown;13.52;74.43;63.65;12.13;29.48;3.79
Xvis03_204207; Mediator of RNA polymerase II transcription subunit 28 ;not assigned-unknown;8.46;8.2;5.48;3.43;1.07;13.9
Xvis03_204209; Acylpyruvase FAHD1, mitochondrial ;amino acid metabolism-degradation;23.26;24.55;19.9;4.75;3.12;21.42
Xvis03_204210;NA;not assigned-unknown;2.62;5.42;3.11;0.9;2.98;3.05
Xvis03_204211; Pectinesterase 3 ;cell wall-modification;1.24;0.02;0;0.01;0.05;5.88
Xvis03_204212; RING_H2 finger protein ATL2 ;not assigned-unknown;1.62;1.52;1.12;1;1.37;0.52
Xvis03_204213; Trafficking protein particle complex II_specific subunit 130 homolog ;not assigned-unknown;8;6.53;6.43;7.41;7.47;9.62
Xvis03_204214; Vacuolar protein sorting_associated protein 51 homolog ;not assigned-unknown;7.79;8.72;9.05;8.69;6.37;14.64
Xvis03_204215; 60S ribosomal protein L19_2 ;protein-synthesis;62.44;117.81;93.61;54.16;49.49;108.21
Xvis03_204216; Putative ribonuclease H protein At1g65750 ;DNA-unspecified;10.12;4.93;2.4;1.55;1.49;6.86
Xvis03_204217; Major allergen Pru av 1 ;not assigned-unknown;1.11;0;0;0.02;0;0.43
Xvis03_204218; Major pollen allergen Aln g 1 ;not assigned-unknown;307.75;1.27;0.79;0.45;0.35;301.66
Xvis03_204219; 26S proteasome regulatory subunit RPN13 ;protein-degradation;32.08;39.55;46.02;84.47;80.73;31.37
Xvis03_204220; Pre_mRNA_splicing factor 38 ;RNA-processing;19.27;14.76;15.37;30.58;24.55;13.37
Xvis03_204221; Putative pectinesterase/pectinesterase inhibitor 28 ;cell wall-modification;0.38;2.69;0.51;1.01;3.21;0.04
Xvis03_204222; GATA transcription factor 15 ;not assigned-unknown;3.7;4.95;8.85;25.74;26.97;11.15
Xvis03_204223; Coatomer subunit alpha_1 ;cell-vesicle transport;12.51;9.72;6.81;5.92;5.74;13.82
Xvis03_204225; Protein DEHYDRATION_INDUCED 19 homolog 2 ;stress-abiotic;25.35;21.73;17.15;19.38;20.03;29.93
Xvis03_204226; Calmodulin_binding protein 60 D ;signalling-calcium;19.66;13.4;5.26;3.57;7.92;9.74
Xvis03_204227;NA;not assigned-unknown;4.47;4.41;3.3;2.18;2.09;3.5
Xvis03_204228; GDSL esterase/lipase At1g28590 ;not assigned-unknown;0;0;0;0;0.3;0
Xvis03_204229;NA;not assigned-no ontology;0;0;0.3;0.45;0;0
Xvis03_204230; Sinapine esterase ;misc-GDSL_motif lipase;0.48;0.02;0.02;0.05;0;1.69
Xvis03_204231; Transcription factor MYB12 ;RNA-regulation of transcription;9.56;1.1;0.38;1.37;0.87;2.43
Xvis03_204232; DnaJ protein ERDJ3B ;stress-abiotic;14.9;21.64;22.06;26.9;38.73;7.19
Xvis03_204234; Pentatricopeptide repeat_containing protein At4g28010 ;not assigned-unknown;119.97;53.67;47.94;28.06;17.06;37.93
Xvis03_204235; Pentatricopeptide repeat_containing protein At1g62720 ;not assigned-unknown;119.97;53.67;47.94;28.06;17.06;37.93
Xvis03_204236; Transcription initiation factor TFIID subunit 13 ;not assigned-unknown;119.97;53.67;47.94;28.06;17.06;37.93
Xvis03_204239; DnaJ protein ERDJ3B ;stress-abiotic;0.47;0.4;0.57;0.36;1.69;0
Xvis03_204240; Mitochondrial import inner membrane translocase subunit Tim16 ;not assigned-unknown;0;1.71;0.98;0;0.67;0
Xvis03_204243;NA;not assigned-unknown;6.86;5.24;4.6;11.45;10.03;3.06
Xvis03_204244; Outer dense fiber protein 2 ;not assigned-unknown;6.86;5.24;4.6;11.45;10.03;3.06
Xvis03_204245; CBS domain_containing protein CBSCBSPB3 ;not assigned-unknown;13.36;1.36;1.23;1.97;1.72;19.35
Xvis03_204246; Filament_like plant protein (Fragment) ;not assigned-unknown;4.19;2.16;0.13;0.11;0.55;0.29
Xvis03_204247; Filament_like plant protein 2 ;not assigned-unknown;4.19;2.16;0.13;0.11;0.55;0.29
Xvis03_204251; Glycine_rich protein 2 ;stress-abiotic;1.09;0.53;0.21;0.66;0.17;1.11
Xvis03_204252;NA;not assigned-unknown;1.68;0.27;0.15;0.05;0.04;2.61
Xvis03_204253;NA;not assigned-unknown;0.56;0.31;0.58;1.09;1.15;1.99
Xvis03_204254; PI_PLC X domain_containing protein At5g67130 ;signalling-phosphinositides;2.43;1.25;0.14;0.05;0.02;1.77
Xvis03_204256; Nicotinate phosphoribosyltransferase 2 ;Co_factor and vitamine metabolism;1.97;1.72;1.43;1.15;0.73;1.27
Xvis03_204259; Thioredoxin Y, chloroplastic ;redox;7.79;14.45;12.41;5.26;5.82;5.97
Xvis03_204260; Probable helicase MAGATAMA 3 ;DNA-synthesis/chromatin structure;7.79;14.45;12.41;5.26;5.82;5.97
Xvis03_204261; Polypyrimidine tract_binding protein homolog 3 ;RNA-processing;13.4;16.19;18.19;15.32;17.28;15.11
Xvis03_204262; Ethylene_responsive transcription factor ERF114 ;not assigned-unknown;0.37;1.23;6.14;28.59;48.36;5.69
Xvis03_204263; Protein S_acyltransferase 8 ;RNA-regulation of transcription;4.86;4.33;4.78;3.02;3.1;4.98
Xvis03_218283; Histone_lysine N_methyltransferase 2D ;RNA-regulation of transcription;3.5;4.54;4.55;2.67;2.09;3.67
Xvis03_204265; RNA polymerase II subunit A C_terminal domain phosphatase SSU72 ;DNA-synthesis/chromatin structure;17.14;11.56;18.94;8.41;7.7;62.6
Xvis03_204266;NA;not assigned-unknown;17.14;11.56;18.94;8.41;7.7;62.6
Xvis03_204267; Egg cell_secreted protein 1.4 ;not assigned-unknown;1.14;0;0;0;0;0.68
Xvis03_204268; Abscisic stress_ripening protein 1 ;not assigned-unknown;288.74;36.06;16.44;13.75;21.54;563.86
Xvis03_204271; Protein FAM135B ;not assigned-unknown;10.52;5.83;5.13;4.53;4.37;4.5
Xvis03_204273; Exocyst complex component SEC5A ;not assigned-unknown;1.08;1.51;1.25;2.8;2.27;1.01
Xvis03_204275; Actin ;cell-organisation;51.89;20.3;12.93;17.61;17.93;55.38
Xvis03_204276; RING_H2 finger protein ATL78 ;protein-degradation;1.39;1.56;0.03;0.4;0;4.07
Xvis03_204280; Proline_rich 33 kDa extensin_related protein (Fragment) ;cell wall-synthesis;3.12;0.28;0.05;2.6;0.28;94.52
Xvis03_204281; U_box domain_containing protein 27 ;RNA-regulation of transcription;0.73;0.81;0.57;0.57;0.67;1.01
